reviewId,userName,content,score,thumbsUpCount,at,appVersion,bank_name,bank_key,country,scraped_at
2f08e7e7-cd9d-4e47-aa0f-c8e520ed3631,jackie Kyasimire,I deposited money on my equity account but unfortunately It's not showing up on the balance so far one hour what could be the problem,2,0,2026-03-18 00:50:30,0.0.404,Equity Bank,equity_bank,Kenya,2026-03-27 17:19:59.368574
a95e05b0-bfd5-4577-9afd-7ae1e8995f46,Mily Wandagal,This app is worsed compared to the previous once as it take ages to reflect money transacted from another account... Ni mbovu zaidi.... bring back the old one...,3,0,2026-03-09 21:44:01,0.0.404,Equity Bank,equity_bank,Kenya,2026-03-27 17:19:59.368574
06f18cae-17fb-4f0d-8eb3-c0f0d8f5e6af,Wadex Denis,it's useless app if you want to register after sending you otp numbers they don't let you put in.,1,0,2026-03-19 08:21:26,0.0.404,Equity Bank,equity_bank,Kenya,2026-03-27 17:19:59.368574
7770fff0-9414-47ce-8220-335b0b10c3cc,TOMMY DONDRE,efficient app and reliableapp... but please allow recipient delete on mobile money transfer...it doesn't allowsomeone to delete unwanted recipients .,4,2,2026-03-03 06:46:39,0.0.404,Equity Bank,equity_bank,Kenya,2026-03-27 17:19:59.368574
ccc5f5f6-e336-4291-84a1-d0fe8aa35c44,Ruth Rurunga,"nice app. no advertisement,quick and efficient. the remaining one star is for later experience.",4,0,2026-03-01 03:41:54,0.0.404,Equity Bank,equity_bank,Kenya,2026-03-27 17:19:59.368574
230d8cf2-989e-4978-9990-f5eeb4534293,Kelvin Mwendwa,This app is very slow and hungs a lot. This is frustrating and disappointing. @Equity Group solve this issue,1,0,2026-02-26 16:54:01,0.0.404,Equity Bank,equity_bank,Kenya,2026-03-27 17:19:59.368574
1c1a5899-4225-4d39-a2ed-4d261e8f9f01,Kaggwa Ivan,"It's really great, but improve on how to deposit using your phone at lower costs",5,0,2026-03-14 22:27:28,0.0.404,Equity Bank,equity_bank,Kenya,2026-03-27 17:19:59.368574
a9e48622-0a35-41d7-aeeb-57e320cff575,Arnest Karanja,it's sometimes has an issue when logging in but all the while it works,4,0,2026-03-08 02:04:54,0.0.404,Equity Bank,equity_bank,Kenya,2026-03-27 17:19:59.368574
ca1bfe3a-9d9e-44e6-a366-e57000460000,wambui rebecca,"sometimes have delays,, 😔 like now I want to pay a parcel and it's not opening.",1,0,2026-03-18 19:17:48,0.0.404,Equity Bank,equity_bank,Kenya,2026-03-27 17:19:59.368574
402134ed-d391-4aaf-a6e4-73d43516c202,HUDA EDIGAR,Transactions are done in a fast way.,5,0,2026-03-15 10:48:55,0.0.404,Equity Bank,equity_bank,Kenya,2026-03-27 17:19:59.368574
57368aab-f75c-4df3-bbf9-2055df3392c1,Joseph Akola,Equity Bank has just proved to me today that they are truly the people's Bank. Equity Bank is awesome. I'm never changing Banks.,5,0,2026-03-05 13:33:29,0.0.404,Equity Bank,equity_bank,Kenya,2026-03-27 17:19:59.368574
943f955a-5da8-4c54-ba8b-53fe05a0a5ea,Songa Lawrence,"Aside from relying on the main branch for technical issues, for me it's the best",5,0,2026-03-12 18:14:40,0.0.404,Equity Bank,equity_bank,Kenya,2026-03-27 17:19:59.368574
fa6b8aad-aceb-46cc-8b20-7c09b6c66c7f,Ebong Samuel Baker,system is slow and it keep denying the correct password you have to keep trying,2,0,2026-03-09 21:37:29,0.0.404,Equity Bank,equity_bank,Kenya,2026-03-27 17:19:59.368574
bca7df9f-2763-4bf7-b5a2-630771cc23a4,Ijala Silas,This is a great application for all your transactions. Things have been made simpler and better,5,0,2026-03-02 16:09:18,0.0.404,Equity Bank,equity_bank,Kenya,2026-03-27 17:19:59.368574
fb89dc6c-9915-4853-847e-01886f23b7ff,Dorothy Anyango,The App is convenient. I can do my bank transactions at the comfort of my phone.,5,0,2026-03-02 21:49:47,0.0.404,Equity Bank,equity_bank,Kenya,2026-03-27 17:19:59.368574
c7b23f90-093b-4950-8dc8-624f0eade7a3,Denis Zik,"verification code for transactions is a problem, cant receive it through email",3,0,2026-02-25 23:14:39,0.0.404,Equity Bank,equity_bank,Kenya,2026-03-27 17:19:59.368574
ed721ff2-5ba2-4934-b44d-78c08a1018f4,Dickson Derrick DRALEKU,Secure and reliable service with good and timely customer response,5,0,2026-03-04 11:01:13,0.0.404,Equity Bank,equity_bank,Kenya,2026-03-27 17:19:59.368574
8f3b47a0-e722-4026-8e8a-91a16fcb4eb7,SHEDDY VIBES,I find the equity mobile app aazing so long us I have my line that I registered with in the same mobile phone IAM using everything becomes as simple as reading an amazing story..,5,0,2026-03-23 14:21:29,0.0.392,Equity Bank,equity_bank,Kenya,2026-03-27 17:19:59.368574
6a59caea-8fd8-4205-bc72-c8d7de874588,Renylick Makira,Four stars. The app is good for easy navigation and easier access to services but it's like each update is worse than the previous one. The latest one is lagging a lot even when the internet connection is stable and they keep sending multiple notifications for a single transaction. Kindly check on this.,4,0,2026-03-13 15:46:50,,Equity Bank,equity_bank,Kenya,2026-03-27 17:19:59.368574
62c1e1e3-3920-482f-9a40-f9f926439b94,Kitutu silver,it's good because it has simplified work.,4,0,2026-03-17 21:58:31,0.0.404,Equity Bank,equity_bank,Kenya,2026-03-27 17:19:59.368574
e5e42db0-970c-450c-bfe4-5f7bef57e5b5,James Jumba,"quite reliable, fast and sure.",4,0,2026-03-21 17:45:47,0.0.404,Equity Bank,equity_bank,Kenya,2026-03-27 17:19:59.368574
defbbe31-1c40-4fdd-aeaa-a9ea525ac110,Robert Kiptum,"it's a good app Iam using for long time Equity is account for hustler wote . I' Love one in the bank I. kenya ,when you need a loan ,it's so good",5,0,2026-03-06 07:45:07,0.0.404,Equity Bank,equity_bank,Kenya,2026-03-27 17:19:59.368574
fa1a113d-76df-4ecb-938a-23639b242253,Marie Mumo,"I'd appreciate if the app could allow self registration without having to visit the bank. If I forget my password again I have to visit the bank so I really wonder what's the purpose of security questions? Tried renaming my Goals/savings account,it logged me out, went to the bank only for them to say systems are down after waiting for almost 6 hours - yes 6 hours because the bank is always full of customers with complaints everyday. Don't get me started on the USSD, pls Do Better!",1,0,2026-03-02 08:58:42,,Equity Bank,equity_bank,Kenya,2026-03-27 17:19:59.368574
c083a0b0-8a82-4b3a-bd04-006f1b13629a,Nicholas,"Stuck today,I can't access my money, everytime something went Wrong kindly work on errors",5,0,2026-03-10 16:47:22,0.0.404,Equity Bank,equity_bank,Kenya,2026-03-27 17:19:59.368574
bd92587f-fd17-4468-a665-e5c7bad6220b,Agnes NARAME,Very easy to use and faster!!,5,0,2026-03-06 18:41:30,0.0.404,Equity Bank,equity_bank,Kenya,2026-03-27 17:19:59.368574
922f7018-1609-4804-9ed8-2487e98cecbf,Samson Nyabuto,most efficient and fast working app,5,0,2026-03-06 13:36:31,0.0.404,Equity Bank,equity_bank,Kenya,2026-03-27 17:19:59.368574
0b4528b8-4888-4ca0-b846-d97289d82a63,MICHEAL AGABA,"faster, easy to use and securd",5,0,2026-03-05 20:55:29,0.0.404,Equity Bank,equity_bank,Kenya,2026-03-27 17:19:59.368574
470924e5-729d-46a6-9128-2b94d498b508,Anthony Mutune,The best banking app from the best bank!!!,5,0,2026-03-24 16:15:25,0.0.404,Equity Bank,equity_bank,Kenya,2026-03-27 17:19:59.368574
320fdc80-3ca7-47cd-884e-d7bd2e984b7c,Humphrey Lowett,This App had helped me soo much its good and fast and its easier to use,5,0,2026-03-18 18:38:09,0.0.404,Equity Bank,equity_bank,Kenya,2026-03-27 17:19:59.368574
d0dbbde9-9826-4898-ab4c-735423a195d5,Kenny,"I was a fan of the old app. uncluttered. quick. this new one is unreliable. it has left me stranded many, many times. it is laggy, it is slow, it is overburdened and cannot navigate smoothly between what it offers I never pull it out when I need it now - I depend on my other bank Apps fix it. have you managers on it - using it - and fix it. use the products you offer.",3,4,2026-03-06 17:31:31,,KCB Bank,kcb,Kenya,2026-03-27 17:20:01.514461
3965553e-2323-44b7-b382-2bb9eef5a27b,George Arwa,Why is it that we have an option of creating savings account from the app but its not being processed? I have tried many times creating saving account from my personal account and its not going through. I was advised to create a different saving account so that I can transfer money to that account. What is the essence of having savings account in the app if its not useful?,1,1,2026-03-14 10:47:20,1.5.2,KCB Bank,kcb,Kenya,2026-03-27 17:20:01.514461
b5954a68-6031-4c1f-aa2d-ca72261a05de,Millie Ndegwa,"I like the new app, there's so much more to it. However, on the finance manager, I find it so odd that items like menstrual products have been left out while it is a monthly necessity for many ladies. These products are not cheap",4,1,2026-03-16 12:07:56,1.5.2,KCB Bank,kcb,Kenya,2026-03-27 17:20:01.514461
9711f5f1-ca8c-4377-8dbc-05e39a74a8e1,peter kemboi,"The app is good but a bit confused on mobile loan and salary advances, esp balances. I wish this issue is taken seriously. Let's be honest. I don't think I am alone experiencing this. Am urging KCB to fix the problem and allow us enjoy the services. Thanks. Issues of incorrect loan balaces in this app have already been fixed. This app deserves 5*",5,11,2026-03-11 23:11:07,1.5.2,KCB Bank,kcb,Kenya,2026-03-27 17:20:01.514461
cc8c26f5-6154-4e25-91ad-7d1a2b23ee0e,Matthew Muturi,"Pretty useless app. I keep on getting error messages when I want to retrieve my statement. The older app is 100x better because it always works, this one is too unpredictable",1,2,2026-03-16 10:20:09,1.5.2,KCB Bank,kcb,Kenya,2026-03-27 17:20:01.514461
75ede4d4-3a00-4462-8bb4-7a5e86aa3725,simon mathenge,"why, in 2026 do i always have to come to the bank to get the app activated, yet I transact everyday with apps I don't even need an id. now it's been 3 months since i changed phones and ive been too busy to get to the bank. but the question, why do I need to go to the bank to get the app activated???????",2,1,2026-03-17 09:43:24,1.5.2,KCB Bank,kcb,Kenya,2026-03-27 17:20:01.514461
8f449936-e12c-49af-b5ce-c5d0f3fbd009,Antony Malel,The app is good but you should include the kcb mpesa on the app like the old app. we are having trouble accessing the kcb mpesa on the ussd expecially us who are in diaspora due to roaming and network problem,4,0,2026-03-16 10:18:34,1.5.2,KCB Bank,kcb,Kenya,2026-03-27 17:20:01.514461
169eef9e-a47f-4e4a-9c65-79a363812b3e,Muriithi Fridah,Very disappointing experience. The MMF feature does not work properly and feels like it wasn’t fully tested before release. Customer service is also slow and unhelpful service zenyu ni tubaya 😒. Kindly improve the app functionality and support.,1,0,2026-03-24 22:04:51,1.5.2,KCB Bank,kcb,Kenya,2026-03-27 17:20:01.514461
0db36cef-76c1-4c0a-a2de-49664c9caacf,dennis ruto,the app is very modern. it updates balances instant after withdrawal. i would a feature where you pay direct to mpesa till no. i dont see in my phone app,5,6,2026-03-14 20:49:45,1.5.2,KCB Bank,kcb,Kenya,2026-03-27 17:20:01.514461
5acafdd4-5262-4f76-a415-eaaa7c59d923,That GamePlay,Pretty good so far the UI is intuitive and material the verification is also nice with the additional of fingerprint security basically a good update to the previously good old app from before,5,0,2026-03-16 07:39:18,1.5.2,KCB Bank,kcb,Kenya,2026-03-27 17:20:01.514461
b98c24cd-f754-40b4-8f98-2e1fa4586458,dan kahora,"The app has really good features but occasionally very annoyingly slow, can't complete transactions without trying like 4 times in some cases. OTP taking a century to arrive, logging into the app is a hustle. This is after clearing cache, data, uninstalling and re-installing. Do something about performance and stability really",4,3,2026-02-27 20:33:29,1.5.1,KCB Bank,kcb,Kenya,2026-03-27 17:20:01.514461
31d4668c-8b4e-40cb-9d88-bbd9ec1add43,Geoffrey Machio,"The performance of this App is unratable, so pathetic, basic functions take ages to load, money transfer almost impossible. How can I get the old App back ? If there's a time KCB has missed , it's with this new app. Functions like Paybill, Till , RTGS should have been automatically built. Even App size matters,for modest devices there will be impact on core functions.",1,2,2026-03-03 13:46:38,1.5.1,KCB Bank,kcb,Kenya,2026-03-27 17:20:01.514461
8c42e7c4-07d7-423f-a396-115ce930fdf4,Project Digital,I hate this new version... because what do you mean I have to log in every time instead of just imputing my password. and worse still it has to use the data in that same simcard when you have a WiFi connection...so annoying.Yall. honestly had the best app but decided to ruin it,1,1,2026-03-13 11:48:54,1.5.1,KCB Bank,kcb,Kenya,2026-03-27 17:20:01.514461
d2eaac72-e7a0-4337-ae8e-e516c6473350,Vitalis Mutwiri,"I don't leave reviews, but you have frustrated me enough to leave this review. problems: 1. unclear communication, when bringing up a new app 2. when I login I can't use the app and I don't know why, I have to go to the bank for me to fill a form and wait for 15-30 minutes for it to be approved. 3. the app is slow but great aesthetics, even if it is beautiful and I have to wait for it to load what is the esssence recommendation, avoid the trouble and shift",1,5,2026-02-27 18:52:16,1.5.1,KCB Bank,kcb,Kenya,2026-03-27 17:20:01.514461
57fa7c0f-2b14-45f0-a7ac-601163792c04,Kylisher Kirui,This is the worst app ever. It is useless to have it and a total waste of space on your phone.It is super slow and has incorrect information such as durations. Something that is 30 days shows up as 30 months. Accessing the app is too difficult and payment errors from the app cannot be reversed as advised by their customer support team. KCB do better and invest in developers who will give you a seamless app to use. Other banks are doing so well. What a shame!,1,4,2026-02-28 01:55:48,1.5.1,KCB Bank,kcb,Kenya,2026-03-27 17:20:01.514461
41e6f24e-0406-4627-b730-8682483a4f52,Caleb Okware,"i can't even login since the new update "" we are experiencing a technical error/problem"" 😕. please return the old version ......",1,1,2026-03-17 14:57:15,1.5.2,KCB Bank,kcb,Kenya,2026-03-27 17:20:01.514461
43bfa17d-6844-42b9-859e-df868bfe3ab9,first lady maroque,its so annoying whn making trasactions and they send you an OTP which isnt evn going through. the old app was evn better.,3,0,2026-03-14 09:30:49,1.5.2,KCB Bank,kcb,Kenya,2026-03-27 17:20:01.514461
d743f487-988a-4911-99d7-162f89737691,Lincoln B. M. Mwasi,"This app is very frustrating. Takes forever to launch, sometimes transactions don't go through. Something as rudimentary as getting a mini statement is not working. All these problems started after the update to the current new app.",2,2,2026-03-02 14:32:39,1.5.1,KCB Bank,kcb,Kenya,2026-03-27 17:20:01.514461
a69959a2-8339-4f7b-a040-7e37cfd6cb68,Vemifun,"Worst app ever,slow & i mean SLOOOW ,login issues and the OTP part takes forever,again it stops working you visit a Kcb bank branch ,the issue is sorted then when you just left it goes back to not working .very stressfull.",1,1,2026-03-07 08:27:25,1.5.1,KCB Bank,kcb,Kenya,2026-03-27 17:20:01.514461
add9bd8b-90a7-4b7b-9713-f944d008856e,Mike Macharia,Great features. however the app is quite slow when Login in. I'm having to close the app multiple times before it finally takes me to the login page. Please note this is not a network issue.,3,1,2026-03-02 17:07:12,1.5.1,KCB Bank,kcb,Kenya,2026-03-27 17:20:01.514461
e8e0e242-6daf-4ce6-a6b5-25d331a1b26c,Bonface Kinyua,The self onboarding is a nightmare. The ID scan AI camera must have been very poorly trained. I can hardly go beyond the scan. Don't tell me to go to branch in 2026.,1,1,2026-03-09 19:00:23,1.5.1,KCB Bank,kcb,Kenya,2026-03-27 17:20:01.514461
b9e3cafb-13bd-4e9e-ae59-9f87038cdef0,Issack Hussein,"useless app,,,when initiating withdrawals using the app and you receive the code ,you are not given space to type the code so as to complete the transactios,the screen just stays blank without the touch screen showing the keyboard to type.",1,0,2026-03-07 18:22:50,1.5.1,KCB Bank,kcb,Kenya,2026-03-27 17:20:01.514461
5de584d9-7499-493b-aa46-a54af280cdd3,N Katana,app is really frustrating so slow and doesn't load at all. why would I be limited to using bundles yet I'm on wifi? Even when I turn off wifi app ain't loading! Doesn't make sense.,1,0,2026-03-08 11:46:31,1.5.1,KCB Bank,kcb,Kenya,2026-03-27 17:20:01.514461
56e6737a-39f0-43f4-aa31-bd3212926b04,Jim Mwilaria,am unable to register. I have only managed to scan only the front side of my id. I have tried many times but the same system bug keeps coming up. very poor KCB,1,1,2026-03-01 12:29:35,1.5.1,KCB Bank,kcb,Kenya,2026-03-27 17:20:01.514461
787a031b-fdd0-4dfa-92e4-565725064750,RODGERS OUMA,the app is very slow during transactions. you have to open it twice before it functions. The technical team kindly do something.,1,1,2026-03-02 09:17:19,1.5.1,KCB Bank,kcb,Kenya,2026-03-27 17:20:01.514461
d855abda-0011-4a9c-9b35-32606bb4acaf,Racheal Ougo,How can I transact from a savings account I opened since I can't find the account from where you select the account required for transactions,4,1,2026-03-12 12:40:21,1.5.2,KCB Bank,kcb,Kenya,2026-03-27 17:20:01.514461
75f28b8c-d6ab-41f1-803a-ebd794dfebf0,Daniel Waiguru,"what a terrible app, seriously kcb? how hard can it be to implement a login functionality that works? This app keeps on spinning at login screen. Also, please stop sending double push notifications",1,2,2026-02-28 16:37:00,1.5.1,KCB Bank,kcb,Kenya,2026-03-27 17:20:01.514461
be44684b-02cd-4f9c-b482-b96b0660ec4d,Isaac Nyakoi,I'm disappointed about this app. I tried to login for the first time using my mobile phone and I received the verification code on my mobile phone but it doesn't auto detect neither does it allow me to enter the code manually so I'm stuck.,1,1,2026-03-03 18:36:26,1.5.1,KCB Bank,kcb,Kenya,2026-03-27 17:20:01.514461
10875205-9da2-48f1-a4d4-6568f289d21d,Kelvin Kiprono,"very unreliable, can't go past log in. And if it goes, you can't transfer or carry any transaction. Cannot recommend. My days of using KCB are coming to an end.",1,2,2026-02-27 15:32:00,1.5.1,KCB Bank,kcb,Kenya,2026-03-27 17:20:01.514461
e9ff35d7-86f4-4e85-848b-97604204d609,Markoss,"one of the worst App to be ever created, Truly Useless....it keeps saying technical issues every while..cant use the app without Sim card and Everytime it requires OTTP CODE...Bullshi",1,1,2026-02-27 15:58:59,1.5.1,KCB Bank,kcb,Kenya,2026-03-27 17:20:01.514461
d364c836-8175-4cf4-bc95-a5583e42556f,Kiplangat Dennis,absolute Masterpiece. I wonder why it took KCB so long to develop such an amazing application the older version was terrible for sure,5,0,2026-03-17 13:05:44,1.5.2,KCB Bank,kcb,Kenya,2026-03-27 17:20:01.514461
28c25a21-a4da-46c3-a012-e82c3f77ff0a,Mungai Mungai,its good ...now with the investment tabs and type shiii ...its low-key kinda cool ..💯💯,4,0,2026-03-12 15:55:00,1.5.2,KCB Bank,kcb,Kenya,2026-03-27 17:20:01.514461
f24b1c55-74f9-4ddb-b33d-157883ef4ccf,Alfred oneal,efficient and easy to use..gives me different options,5,0,2026-03-20 07:09:02,1.5.2,KCB Bank,kcb,Kenya,2026-03-27 17:20:01.514461
504acfff-c4bf-4e11-b13a-4100e34029ac,Cecilia Wairimu,"After several months of use, I can confidently say that the app is quite unreliable. Many are the times that it won't open up. Honestly, the older version was more reliable and user friendly Edit: I have an auto update setting on play store, so it's already updated. Please improve from your end",2,0,2026-03-04 14:37:17,,KCB Bank,kcb,Kenya,2026-03-27 17:20:01.514461
790d7ad0-46b7-424f-9b26-bf6994e3b373,ROBBINSON MURUNGA,improve on speed it takes time to log in,3,0,2026-03-17 16:51:14,1.5.2,KCB Bank,kcb,Kenya,2026-03-27 17:20:01.514461
48dc6549-4322-4f2a-9e0a-07f49c9cc975,jackob onyango,it's sometimes very slow to open and it doesn't have a detailed day to day transaction like the one before,3,0,2026-03-04 21:29:32,1.5.1,KCB Bank,kcb,Kenya,2026-03-27 17:20:01.514461
09536898-c952-4672-9bcc-6761468b672d,Tranz Guard,"The app is loading too slow, and sometimes fails to log in, this is discouraging.",2,0,2026-03-02 13:17:41,1.5.1,KCB Bank,kcb,Kenya,2026-03-27 17:20:01.514461
77ae61d7-c34b-45a0-a63e-f6e4b4837a02,Godwin Gatundu,"app does not login. Tried everything. Restarting my phone, internet, the app. Cant seem to gain access.",1,0,2026-03-02 13:30:23,1.5.1,KCB Bank,kcb,Kenya,2026-03-27 17:20:01.514461
013aef53-1a94-41e7-9fb9-b9cde9375f6f,Julianah Kanyingi,I can barely make any transaction. It loads forever 🤦‍♀️🤦‍♀️🤦‍♀️Switch on and off the data still 🤦‍♀️🤦‍♀️🤦‍♀️I can get past the log in button !!!!,1,0,2026-02-27 18:16:05,1.5.1,KCB Bank,kcb,Kenya,2026-03-27 17:20:01.514461
41207f97-7137-4cf1-82fd-4018002b25bf,John Agutu,One of the best mobile banking apps that I've interacted with. Kudos for the great work,5,1,2026-03-05 09:01:46,1.5.1,KCB Bank,kcb,Kenya,2026-03-27 17:20:01.514461
198b535f-f535-4b88-86fa-1be9a8544b54,Michael Mmbeye,Too many steps to access funds. Failed me on a few occassions. Back to the old app.,1,0,2026-02-27 20:02:21,1.5.1,KCB Bank,kcb,Kenya,2026-03-27 17:20:01.514461
53c60974-4d20-41c9-bd77-9093dadf0aeb,KABARAKA ALEXIS,your app is becoming slow.loading for too long and not opening. can you rectify the mistake.,3,0,2026-02-27 15:55:32,1.5.1,KCB Bank,kcb,Kenya,2026-03-27 17:20:01.514461
0d864c33-323c-4a73-9710-4fc5a85dbd99,evans chauro,"I have used this app and I make these observations and hopefully they will get addressed. 1. The app is slow , too slow when logging in. 2. This new app does not have the feature of viewing transactions for the whole month in terms of percentage inflow and outflow like the previous one. 3. this new app only gives a statement of the very day only. I have tried referring to previous days, nothing coming. all the above makes it very useless unlike the previous one.",1,0,2026-03-15 22:18:23,,KCB Bank,kcb,Kenya,2026-03-27 17:20:01.514461
4fe3747c-b4dd-48aa-af00-754ce761a6c9,vinny b,good app to enhance easy transaction,5,0,2026-03-13 17:36:26,1.5.2,KCB Bank,kcb,Kenya,2026-03-27 17:20:01.514461
